"translation_unit","source_file","source_line","function","frame_bytes","qualifier"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_biquad_cascade_df1_32x64_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_biquad_cascade_df1_32x64_init_q31.c","68","arm_biquad_cas_df1_32x64_init_q31","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_biquad_cascade_df1_init_q15.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_biquad_cascade_df1_init_q15.c","70","arm_biquad_cascade_df1_init_q15","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_biquad_cascade_df1_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_biquad_cascade_df1_init_q31.c","69","arm_biquad_cascade_df1_init_q31","16","static"
"Middlewares\CMSIS-DSP\Source\ComplexMathFunctions\arm_cmplx_mult_real_q15.su","../Middlewares/CMSIS-DSP/Source/ComplexMathFunctions/arm_cmplx_mult_real_q15.c","107","arm_cmplx_mult_real_q15","16","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_iir_lattice_init_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_iir_lattice_init_f32.c","50","arm_iir_lattice_init_f32","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart_ex.c","656","HAL_UARTEx_SetRxFifoThreshold","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_lattice_init_q15.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_lattice_init_q15.c","48","arm_fir_lattice_init_q15","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_lattice_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_lattice_init_q31.c","48","arm_fir_lattice_init_q31","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart_ex.c","607","HAL_UARTEx_SetTxFifoThreshold","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_lms_init_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_lms_init_f32.c","54","arm_lms_init_f32","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_iir_lattice_init_q15.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_iir_lattice_init_q15.c","50","arm_iir_lattice_init_q15","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_iir_lattice_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_iir_lattice_init_q31.c","50","arm_iir_lattice_init_q31","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_lattice_init_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_lattice_init_f32.c","48","arm_fir_lattice_init_f32","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_interpolate_init_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_interpolate_init_f32.c","65","arm_fir_interpolate_init_f32","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_interpolate_init_q15.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_interpolate_init_q15.c","65","arm_fir_interpolate_init_q15","16","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_std_f64.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_std_f64.c","46","arm_std_f64","16","static"
"Middlewares\CMSIS-DSP\Source\FastMathFunctions\arm_vlog_f64.su","../Middlewares/CMSIS-DSP/Source/FastMathFunctions/arm_vlog_f64.c","32","arm_vlog_f64","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart_ex.c","836","HAL_UARTEx_ReceiveToIdle_IT","16","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_logsumexp_dot_prod_f32.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_logsumexp_dot_prod_f32.c","54","arm_logsumexp_dot_prod_f32","16","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_interpolate_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_interpolate_init_q31.c","64","arm_fir_interpolate_init_q31","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart_ex.c","894","HAL_UARTEx_ReceiveToIdle_DMA","16","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal.c","1161","HAL_VREFBUF_Enable","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_f64.c","200","arm_rfft_fast_f64","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_flash_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_flash_ex.c","414","HAL_FLASHEx_OTPLockConfig","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","277","arm_rfft_fast_init_f32","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_f32.c","596","arm_rfft_fast_f32","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","469","HAL_DMA_DeInit","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","649","HAL_DMA_Start_IT","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","875","HAL_PWREx_DisableUSBVoltageDetector","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","850","HAL_PWREx_EnableUSBVoltageDetector","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_bitreversal2.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_bitreversal2.c","45","arm_bitreversal_64","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal.c","365","HAL_SetTickFreq","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal.c","411","HAL_Delay","16","static"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","496","BSP_COM_DeInit","16","static"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","550","__io_putchar","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1440","HAL_RCC_GetPCLK5Freq","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1377","HAL_RCC_GetPCLK1Freq","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1354","HAL_RCC_GetHCLKFreq","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1419","HAL_RCC_GetPCLK4Freq","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1398","HAL_RCC_GetPCLK2Freq","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_q31.c","662","arm_cfft_q31","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix2_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix2_f32.c","64","arm_cfft_radix2_f32","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_flash.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_flash.c","326","HAL_FLASH_IRQHandler","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_q15.c","631","arm_cfft_q15","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix4_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix4_f32.c","66","arm_cfft_radix4_f32","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix2_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix2_q15.c","62","arm_cfft_radix2_q15","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix2_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix2_q31.c","62","arm_cfft_radix2_q31","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_flash.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_flash.c","633","FLASH_WaitForLastOperation","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_flash_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_flash_ex.c","231","HAL_FLASHEx_Erase_IT","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix4_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix4_q15.c","85","arm_cfft_radix4_q15","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","778","HAL_PWREx_EnableBkUpReg","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma_ex.c","677","HAL_DMAEx_List_DeInit","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","721","HAL_DMA_Abort","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","804","HAL_PWREx_DisableBkUpReg","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma_ex.c","3455","HAL_DMAEx_Suspend","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_exti.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_exti.c","365","HAL_EXTI_ClearConfigLine","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix4_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix4_q31.c","84","arm_cfft_radix4_q31","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","365","HAL_PWREx_ControlVoltageScaling","16","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_dct4_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_dct4_init_f32.c","71","arm_dct4_init_f32","16","static"
"Core\Src\feature_pipeline.su","../Core/Src/feature_pipeline.c","62","FeaturePipeline_PushHop","16","static"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","215","BSP_LED_DeInit","16","static"
"Middlewares\CMSIS-DSP\Source\SupportFunctions\arm_quick_sort_f32.su","../Middlewares/CMSIS-DSP/Source/SupportFunctions/arm_quick_sort_f32.c","157","arm_quick_sort_f32","16","static"
"Core\Src\syscalls.su","../Core/Src/syscalls.c","72","_write","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","281","HAL_PWREx_ConfigSupply","16","static"
"Core\Src\syscalls.su","../Core/Src/syscalls.c","61","_read","16","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_exti.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_exti.c","262","HAL_EXTI_GetConfigLine","12","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_biquad_cascade_stereo_df2T_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_biquad_cascade_stereo_df2T_f32.c","182","arm_biquad_cascade_stereo_df2T_f32","12","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma_ex.c","2100","HAL_DMAEx_List_ResetQ","12","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","594","HAL_DMA_Start","12","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_dot_prod_q15.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_dot_prod_q15.c","106","arm_dot_prod_q15","12","static"
"Middlewares\CMSIS-DSP\Source\ComplexMathFunctions\arm_cmplx_conj_q31.su","../Middlewares/CMSIS-DSP/Source/ComplexMathFunctions/arm_cmplx_conj_q31.c","106","arm_cmplx_conj_q31","12","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_min_q31.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_min_q31.c","102","arm_min_q31","12","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_min_q15.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_min_q15.c","102","arm_min_q15","12","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_max_q15.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_max_q15.c","101","arm_max_q15","12","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_mse_q7.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_mse_q7.c","107","arm_mse_q7","12","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_f32.c","239","arm_split_rifft_f32","12","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_max_q31.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_max_q31.c","101","arm_max_q31","12","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_biquad_cascade_df1_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_biquad_cascade_df1_f32.c","505","arm_biquad_cascade_df1_f32","12","static"
"Middlewares\CMSIS-DSP\Source\FastMathFunctions\arm_sqrt_q31.su","../Middlewares/CMSIS-DSP/Source/FastMathFunctions/arm_sqrt_q31.c","52","arm_sqrt_q31","12","static"
"Middlewares\CMSIS-DSP\Source\MatrixFunctions\arm_mat_trans_q7.su","../Middlewares/CMSIS-DSP/Source/MatrixFunctions/arm_mat_trans_q7.c","113","arm_mat_trans_q7","12","static"
"Middlewares\CMSIS-DSP\Source\InterpolationFunctions\arm_bilinear_interp_q7.su","../Middlewares/CMSIS-DSP/Source/InterpolationFunctions/arm_bilinear_interp_q7.c","48","arm_bilinear_interp_q7","12","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_biquad_cascade_df2T_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_biquad_cascade_df2T_f32.c","346","arm_biquad_cascade_df2T_f32","12","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_sparse_init_q7.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_sparse_init_q7.c","59","arm_fir_sparse_init_q7","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","128","arm_rfft_fast_init_256_f32","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_xor_u32.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_xor_u32.c","48","arm_xor_u32","8","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_sparse_init_q15.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_sparse_init_q15.c","59","arm_fir_sparse_init_q15","8","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_sparse_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_sparse_init_q31.c","58","arm_fir_sparse_init_q31","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_sub_q31.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_sub_q31.c","102","arm_sub_q31","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_fir_sparse_init_f32.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_fir_sparse_init_f32.c","59","arm_fir_sparse_init_f32","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","50","arm_rfft_fast_init_32_f32","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc_ex.c","2793","HAL_RCCEx_LSECSS_IRQHandler","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","1843","HAL_UART_AbortTransmit","8","static,ignoring_inline_asm"
"Core\Src\syscalls.su","../Core/Src/syscalls.c","118","_unlink","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","76","arm_rfft_fast_init_64_f32","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","102","arm_rfft_fast_init_128_f32","8","static"
"Middlewares\CMSIS-DSP\Source\ComplexMathFunctions\arm_cmplx_conj_q15.su","../Middlewares/CMSIS-DSP/Source/ComplexMathFunctions/arm_cmplx_conj_q15.c","100","arm_cmplx_conj_q15","8","static,ignoring_inline_asm"
"Core\Src\syscalls.su","../Core/Src/syscalls.c","135","_link","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","154","arm_rfft_fast_init_512_f32","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_f32.c","71","arm_rfft_init_f32","8","static"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","238","BSP_LED_On","8","static"
"Middlewares\CMSIS-DSP\Source\FilteringFunctions\arm_lms_init_q31.su","../Middlewares/CMSIS-DSP/Source/FilteringFunctions/arm_lms_init_q31.c","61","arm_lms_init_q31","8","static"
"Core\Src\audio_ingest.su","../Core/Src/audio_ingest.c","36","AudioIngest_StartHopReceive","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc_ex.c","1530","HAL_RCCEx_GetPeriphCLKFreq","8","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_mse_f64.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_mse_f64.c","48","arm_mse_f64","8","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_mse_f32.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_mse_f32.c","177","arm_mse_f32","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_or_u32.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_or_u32.c","48","arm_or_u32","8","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","205","arm_rfft_fast_init_2048_f32","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_scale_q7.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_scale_q7.c","122","arm_scale_q7","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f32.c","180","arm_rfft_fast_init_1024_f32","8","static"
